sample_id,iteration,seed,Percentage of burned trees
11,3,88568747078046191040215547042207133821,0.02218430034129693
11,4,164964967178717651031662106863601492487,0.008248009101251423
12,0,273226133180444475886818550741424757337,0.015873015873015872
12,1,259440937487063977493812937827817883863,0.007662835249042145
12,2,85380126532788941366899641732516250711,0.0019157088122605363
12,3,308524877429013772656919679935507270477,0.010399562123700055
12,4,332750291103931285744151899703760914902,0.030925013683634373
13,0,225301755791860910138025093652660233864,0.02188818565400844
13,1,321091320006848803451015043803452115303,0.00949367088607595
13,2,262722490147234920784473777577372986065,0.013976793248945147
13,3,124472449325549782627312768361246882171,0.003428270042194093
13,4,125816198006888749054845167641745978782,0.011603375527426161
14,0,68397737524420172186389446847811264043,0.0071246819338422395
14,1,3515408774727113148658458439904932889,0.0053435114503816794
14,2,177504458111132866492610768755070652819,0.010178117048346057
14,3,216656724456392707847663152326830186375,0.004071246819338422
14,4,216644047683928816470953434221128601353,0.012977099236641221
15,0,137160886518108974135196033992189019076,0.011799410029498525
15,1,147096796707459094197272393094193149404,0.03982300884955752
15,2,302622980170693271209050399674022382052,0.02630285152409046
15,3,141366547822192440738764380840506793862,0.008112094395280236
15,4,198783229262402910743006792258638691713,0.004670599803343166
16,0,153769334422601996223968845370568602567,0.00451735615786971
16,1,234428185315585284608658011560949177985,0.02781740370898716
16,2,245337210394213492753558446551436827556,0.0432715168806467
16,3,241619072987392082659420313822135255415,0.03114598193057537
16,4,306129328516196595465343499322463158481,0.025202092249167855
17,0,330375721253351687174579701606738760396,0.0027624309392265192
17,1,181128026752025975150816028696273079975,0.01565377532228361
17,2,214520412326854229265236680399352759514,0.011049723756906077
17,3,147105307852879303465163064953881222787,0.01427255985267035
17,4,68572627335090847176892903248396285721,0.03061694290976059
18,0,67824003573048419553605007136716181022,0.08143685854529228
18,1,225241002266682302885416549209975036322,0.05689424364123159
18,2,242125924661313370381805956984554369377,0.01896474788041053
18,3,7201967808107924426227977192014293029,0.0535475234270415
18,4,16648315323338190716776573498233899898,0.04730031236055333
19,0,285754101381408258747090864003996669312,0.03744588744588745
19,1,225734265046056495358854585721656887927,0.05
19,2,189573820372059595300529482684507670701,0.024458874458874458
19,3,56624078765695878000989495123299696440,0.10584415584415584
19,4,266018202168315240499162868378439564158,0.06125541125541126
20,0,315193152597397157729049239165229550530,0.10949978982765868
20,1,25294125422314356248061750649048340361,0.01744430432955023
20,2,161705761715857872891479723741825978695,0.00903741067675494
20,3,61955768660949455621707285484554309401,0.0855401429171921
20,4,176888760480795354396573792414966470184,0.027532576712904582
21,0,22599881273609979296452964915892225172,0.16687091503267973
21,1,15044188045982335366183346192403913124,0.1409313725490196
21,2,116331611848820923877829448560206912585,0.02389705882352941
21,3,6274113542735822423152564537770370876,0.15257352941176472
21,4,267615041416860661400887131993473216579,0.14256535947712418
22,0,320649772334224920321964872299015999064,0.17163289630512515
22,1,6906233823142809029607518699087344911,0.21911005164878825
22,2,95029717532080393150515013110989380391,0.2630115216527612
22,3,171376771524183870132442878593479515732,0.19328565752880414
22,4,232041657316827454674256461248102545851,0.054827175208581644
23,0,287387568708789058831749835389204518201,0.27784222737819025
23,1,295552129170634879722500715555424876863,0.3990719257540603
23,2,218213296000410797084289033444802250577,0.3066511987625677
23,3,194686376899787236947718309207351260142,0.3004640371229698
23,4,134166967632619263844553422904286054505,0.12509667440061872
24,0,2818159718529265233107673357768657824,0.4256120527306968
24,1,149228604689895492645666626212941451846,0.60075329566855
24,2,95448330253372826110836382410133571286,0.1199623352165725
24,3,296588879409384630968540405592152306926,0.3898305084745763
24,4,39056212891010482946832357571061002631,0.5048964218455744
25,0,276793803714773065429103804245445673090,0.05561674008810573
25,1,130396833845101213967325995654106954078,0.631791483113069
25,2,257155880567097706091140687373649861485,0.388215859030837
25,3,105505079033789572130043529455095948769,0.7162261380323054
25,4,112766348316276773886276436172461201975,0.5679148311306902
26,0,140345130351760263260239549846347579023,0.7017543859649122
26,1,4900452840928566078962264030225688925,0.7617257429287504
26,2,306854601176261360039880924612590867191,0.7049767275331185
26,3,92007795497178476929723360298939477462,0.8029001074113856
26,4,193936399039218839596056018313394367467,0.6489437880415324
27,0,333476018535562346155570630116433653746,0.839622641509434
27,1,294734421342481128635091771253956448978,0.8366526904262753
27,2,116877714643263006479023813168290238505,0.7580363382250175
27,3,49174051170841585543093749135577571278,0.35202655485674356
27,4,126964268853789437235594570816261328937,0.8237246680642907
28,0,33565765788208338327475933729240909582,0.8793926987376323
28,1,120993183658565246752118888938731236786,0.8761514841351075
28,2,41430366530185110531738428207192690747,0.8323097918799045
28,3,50135187100290745344761205157212860593,0.8831456840668713
28,4,200865150445268175500489577139643065938,0.8802456499488229
29,0,30916598349846366597537995181033171456,0.8898333333333334
29,1,86399499210019105393797979070536890987,0.886
29,2,19584165791051929497677015459801860356,0.9231666666666667
29,3,178102196796961744869465108119788027646,0.8865
29,4,149937421685406181861988123919413470380,0.939
